iter,HV
0,0.9709891927802379
1,0.9680087999779999
2,0.9680258483783734
3,0.9696334533495486
4,0.9699404479955694
5,0.9712812439960452
6,0.9739208424396818
7,0.973926036152889
8,0.9739286453526192
9,0.9739370750212478
10,0.9739388255382827
11,0.9739400162244448
12,0.9747600918948491
13,0.97476553665177
14,0.9757036079586554
15,0.9757036767063846
16,0.9757037195670185
17,0.9758011760530068
18,0.9758964377429509
19,0.9758973123391105
20,0.9760256235339185
21,0.9760539061354403
22,0.9762819368699022
23,0.9763977818694428
24,0.9763984143253678
25,0.9763993091209429
26,0.9763997331664591
27,0.9766212600058297
28,0.9767081411068197
29,0.9767083732072418
30,0.9769310512987752
31,0.9771566269702638
32,0.9771845036629462
33,0.9773138706181322
34,0.9773208545675587
35,0.9773330338328806
36,0.9774821067101522
37,0.9774823529572813
38,0.9775249482343475
39,0.9775275771640939
40,0.977527648156844
41,0.977527708618401
42,0.9775428339925245
43,0.9775985566508736
44,0.9775992986830386
45,0.9776011433556686
46,0.9776168717976739
47,0.9776206997473049
48,0.9776207471232577
49,0.9776208115504008
50,0.9776208558195558
51,0.9776213904048676
52,0.9776214246848216
53,0.9776214430905227
54,0.9776214961449539
55,0.9776215489860571
56,0.9776217883093504
57,0.9776326078499811
58,0.977632631681053
59,0.9776326567108095
60,0.9776326684105406
61,0.9776326951717494
62,0.9776327036724402
63,0.9776327297871991
64,0.977632753194986
65,0.9776327738793247
66,0.9776327863873566
67,0.9776348485641863
68,0.9776348581962935
69,0.9776349589747918
70,0.9776349777271636
71,0.9776352929122534
72,0.9776353020341295
73,0.9776358900854573
74,0.9776358964581899
75,0.9776359257971827
76,0.9776359326818889
77,0.9776359465584116
78,0.9776359929058425
79,0.9776359951275294
80,0.9776360028913345
81,0.9776360122994272
82,0.9776360187360161
83,0.9776360238689266
84,0.9776360426264034
85,0.9776361207325132
86,0.9776361221222369
87,0.9776361352757105
88,0.9776361496232407
89,0.9776364443730101
90,0.9776364467277067
91,0.9776364538769257
92,0.9776364576965367
93,0.9776364609868704
94,0.9776364673505584
95,0.9776419629565862
96,0.9776421387226201
97,0.9776421514081086
98,0.9776433208482435
99,0.9776433278861315
